"Title"	"Year"	"Genres"	"Language"	"Country"	"Content Rating"	"Duration"	"Aspect Ratio"	"Budget"	"Gross Earnings"	"Director"	"Actor 1"	"Actor 2"	"Actor 3"	"Facebook Likes - Director"	"Facebook Likes - Actor 1"	"Facebook Likes - Actor 2"	"Facebook Likes - Actor 3"	"Facebook Likes - cast Total"	"Facebook likes - Movie"	"Facenumber in posters"	"User Votes"	"Reviews by Users"	"Reviews by Crtiics"	"IMDB Score"
"Star Trek Beyond "	2016	"Action|Adventure|Sci-Fi|Thriller"	"English"	"USA"	"PG-13"	122	2.35	1.85e+08	130468626	"Justin Lin"	"Sofia Boutella"	"Melissa Roxburgh"	"Lydia Wilson"	681	998	119	105	1327	30000	4	53607	432	322	7.5
"Suicide Squad "	2016	"Action|Adventure|Comedy|Sci-Fi"	"English"	"USA"	"PG-13"	123	2.35	1.75e+08	161087183	"David Ayer"	"Will Smith"	"Robin Atkin Downes"	"Ike Barinholtz"	452	10000	336	329	11287	80000	8	118992	971	418	6.9
"Teenage Mutant Ninja Turtles: Out of the Shadows "	2016	"Action|Adventure|Comedy|Sci-Fi"	"English"	"USA"	"PG-13"	112	2.35	1.35e+08	81638674	"Dave Green"	"Stephen Amell"	"Noel Fisher"	"Brad Garrett"	13	5000	833	799	8306	12000	NA	17533	115	181	6.3
"The 5th Wave "	2016	"Action|Adventure|Sci-Fi|Thriller"	"English"	"USA"	"PG-13"	112	2.35	3.8e+07	34912982	"J Blakeson"	"Chloë Grace Moretz"	"Maggie Siff"	"Nick Robinson"	5	17000	1000	724	19974	14000	0	55617	266	194	5.2
"The Angry Birds Movie "	2016	"Action|Animation|Comedy|Family"	"English"	"USA"	"PG"	97	1.85	7.3e+07	107225164	"Clay Kaytis"	"Peter Dinklage"	"Josh Gad"	"Keegan-Michael Key"	6	22000	1000	415	24350	14000	0	27130	126	141	6.3
"The BFG "	2016	"Adventure|Family|Fantasy"	"English"	"UK"	"PG"	117	2.35	1.4e+08	52792307	"Steven Spielberg"	"Mark Rylance"	"Penelope Wilton"	"Rafe Spall"	14000	535	400	358	1950	27000	0	12572	106	252	6.8
"The Birth of a Nation "	2016	"Biography|Drama"	"English"	"USA"	"R"	120	2.35	1e+07	NA	"Nate Parker"	"Jason Stuart"	"Nate Parker"	"Aunjanue Ellis"	664	990	664	400	3525	0	1	1197	8	21	5.4
"The Boss "	2016	"Comedy"	"English"	"USA"	"R"	99	1.85	2.9e+07	63034755	"Ben Falcone"	"Peter Dinklage"	"Tyler Labine"	"Ben Falcone"	265	22000	779	265	23562	0	1	16984	96	154	5.3
"The Boy "	2016	"Horror|Mystery|Thriller"	"English"	"USA"	"PG-13"	97	2.35	1e+07	35794166	"William Brent Bell"	"Lauren Cohan"	"Rupert Evans"	"Stephanie Lemelin"	19	4000	334	130	4687	20000	0	35654	155	159	6
"The Conjuring 2 "	2016	"Horror|Mystery|Thriller"	"English"	"USA"	"R"	134	2.35	4e+07	102310175	"James Wan"	"Javier Botet"	"Frances O'Connor"	"Robin Atkin Downes"	0	1000	575	336	2676	40000	0	64989	279	300	7.8
"The Dog Lover "	2016	"Drama"	"English"	"USA"	"PG"	101	2.35	2e+06	NA	"Alex Ranarivelo"	"Lea Thompson"	"Christina Moore"	"Cullen Douglas"	20	1000	301	256	2419	724	NA	162	8	9	4.8
"The Finest Hours "	2016	"Action|Drama|History|Thriller"	"English"	"USA"	"PG-13"	117	2.35	NA	27550735	"Craig Gillespie"	"Michael Raymond-James"	"Abraham Benrubi"	"Graham McTavish"	44	788	562	531	3524	12000	0	27481	113	178	6.8
"The Forest "	2016	"Horror|Mystery|Thriller"	"English"	"USA"	"PG-13"	93	1.85	1e+07	26583369	"Jason Zada"	"Eoin Macken"	"Stephanie Vogt"	"Gen Seto"	4	533	35	4	578	10000	1	20837	127	185	4.8
"The Huntsman: Winter's War "	2016	"Action|Adventure|Drama|Fantasy"	"English"	"USA"	"PG-13"	120	2.35	1.15e+08	47952020	"Cedric Nicolas-Troyan"	"Chris Hemsworth"	"Sam Claflin"	"Charlize Theron"	19	26000	11000	9000	46719	16000	2	37750	134	231	6.1
"The Infiltrator "	2016	"Biography|Crime|Drama|Thriller"	"English"	"UK"	"R"	127	2.35	2.5e+07	14946229	"Brad Furman"	"Joseph Gilgun"	"Amy Ryan"	"Olympia Dukakis"	65	788	423	345	2104	0	1	2581	29	72	7.3
"The Jungle Book "	2016	"Adventure|Drama|Family|Fantasy"	"English"	"UK"	"PG"	106	1.85	1.75e+08	362645141	"Jon Favreau"	"Scarlett Johansson"	"Bill Murray"	"Garry Shandling"	4000	19000	13000	591	32921	65000	0	106072	398	370	7.8
"The Jungle Book "	2016	"Adventure|Drama|Family|Fantasy"	"English"	"UK"	"PG"	106	1.85	1.75e+08	362645141	"Jon Favreau"	"Scarlett Johansson"	"Bill Murray"	"Garry Shandling"	4000	19000	13000	591	32921	65000	0	106221	398	370	7.8
"The Legend of Tarzan "	2016	"Action|Adventure|Drama|Romance"	"English"	"USA"	"PG-13"	110	2.35	1.8e+08	124051759	"David Yates"	"Christoph Waltz"	"Alexander Skarsgård"	"Casper Crump"	282	11000	10000	103	21175	29000	2	42372	239	248	6.6
"The Legend of Tarzan "	2016	"Action|Adventure|Drama|Romance"	"English"	"USA"	"PG-13"	110	2.35	1.8e+08	124051759	"David Yates"	"Christoph Waltz"	"Alexander Skarsgård"	"Casper Crump"	282	11000	10000	103	21175	29000	2	42372	239	248	6.6
"The Little Ponderosa Zoo "	2016	"Family"	"English"	"USA"	NA	84	16	5e+05	NA	"Luke Dye"	"Mike Stanley"	"Jeff Delaney"	"Jamison Stalsworth"	0	385	169	53	683	9	2	15	1	1	5.2
"The Masked Saint "	2016	"Action|Biography|Crime|Drama|Family|Fantasy"	"English"	"Canada"	"PG-13"	105	1.85	3500000	123777	"Warren P. Sonoda"	"Diahann Carroll"	"Mykel Shannon Jenkins"	"Lara Jean Chorostecki"	28	426	294	131	1043	0	0	342	15	9	4.7
"The Neon Demon "	2016	"Horror|Thriller"	"English"	"France"	"R"	118	2.35	7e+06	1330827	"Nicolas Winding Refn"	"Keanu Reeves"	"Bella Heathcote"	"Charles Baker"	0	18000	860	500	19879	0	2	9866	73	253	7
"The Perfect Match "	2016	"Comedy|Romance"	"English"	"USA"	"R"	96	NA	5e+06	9658370	"Bille Woodruff"	"Donald Faison"	"Brandy Norwood"	"Lauren London"	23	927	509	503	3552	740	6	1180	9	12	4.5
"The Purge: Election Year "	2016	"Action|Horror|Sci-Fi|Thriller"	"English"	"France"	"R"	109	2.35	1e+07	78845130	"James DeMonaco"	"Frank Grillo"	"Joseph Julian Soria"	"Mykelti Williamson"	65	798	465	393	2480	0	1	17596	94	165	6.1
"The Secret Life of Pets "	2016	"Animation|Comedy|Family"	"English"	"Japan"	"PG"	87	1.85	7.5e+07	323505540	"Yarrow Cheney"	"Steve Coogan"	"Eric Stonestreet"	"Albert Brooks"	11	1000	904	745	4782	36000	0	24407	155	165	6.8
"The Shallows "	2016	"Drama|Horror|Thriller"	"English"	"USA"	"PG-13"	86	2.35	1.7e+07	54257433	"Jaume Collet-Serra"	"Óscar Jaenada"	"Brett Cullen"	"Sedona Legge"	174	619	350	2	971	0	0	12983	139	186	6.8
"The Veil "	2016	"Horror"	"English"	"USA"	"R"	93	2.35	4e+06	NA	"Phil Joanou"	"Lily Rabe"	"Shannon Woodward"	"Kira McLean"	21	763	637	359	2651	0	2	4146	29	39	4.7
"The Wailing "	2016	"Fantasy|Horror|Mystery|Thriller"	"Korean"	"South Korea"	"Not Rated"	156	2.35	NA	770629	"Hong-jin Na"	"Jung-min Hwang"	"Jun Kunimura"	"Woo-hee Chun"	43	45	5	0	50	0	0	2379	24	77	7.7
"The Young Messiah "	2016	"Drama"	"English"	"USA"	"PG-13"	111	2.35	18500000	6462576	"Cyrus Nowrasteh"	"Clive Russell"	"Vincent Walsh"	"Finn Ireland"	19	241	118	107	824	0	0	1449	30	24	5.4
"Triple 9 "	2016	"Action|Crime|Drama|Thriller"	"English"	"USA"	"R"	115	2.35	2e+07	12626905	"John Hillcoat"	"Kate Winslet"	"Norman Reedus"	"Clifton Collins Jr."	214	14000	12000	968	27214	0	3	32567	106	214	6.3
"Two Lovers and a Bear "	2016	"Drama|Romance"	"English"	"Canada"	NA	96	2.35	8700000	NA	"Kim Nguyen"	"Gordon Pinsent"	"Justin Edward Seale"	"John Ralston"	16	149	147	63	414	187	0	33	6	6	7.2
"Warcraft "	2016	"Action|Adventure|Fantasy"	"English"	"USA"	"PG-13"	123	2.35	1.6e+08	46978995	"Duncan Jones"	"Dominic Cooper"	"Callum Rennie"	"Ruth Negga"	0	3000	716	648	5505	89000	0	111609	781	275	7.3
"Xi you ji zhi: Sun Wukong san da Baigu Jing "	2016	"Action|Adventure|Fantasy"	"English"	"China"	NA	119	2.35	68005000	NA	"Pou-Soi Cheang"	"Li Gong"	"Aaron Kwok"	"Eddie Peng"	3	879	107	22	1026	426	1	1212	9	14	6
"X-Men: Apocalypse "	2016	"Action|Adventure|Sci-Fi"	"English"	"USA"	"PG-13"	144	2.35	1.78e+08	154985087	"Bryan Singer"	"Jennifer Lawrence"	"Michael Fassbender"	"Tye Sheridan"	0	34000	13000	1000	49684	54000	6	148379	622	396	7.3
"Yoga Hosers "	2016	"Comedy|Fantasy|Horror|Thriller"	"English"	"USA"	"PG-13"	88	NA	5e+06	NA	"Kevin Smith"	"Johnny Depp"	"Haley Joel Osment"	"Natasha Lyonne"	0	40000	3000	1000	46115	0	7	849	4	35	4.8
"Zoolander 2 "	2016	"Comedy"	"English"	"USA"	"PG-13"	102	2.35	5e+07	28837115	"Ben Stiller"	"Milla Jovovich"	"Will Ferrell"	"Justin Theroux"	0	14000	8000	1000	24107	28000	4	34964	150	226	4.8
"10,000 B.C. "	NA	"Comedy"	NA	NA	NA	22	NA	NA	NA	"Christopher Barnard"	"Mathew Buck"	NA	NA	0	5	NA	NA	5	0	0	6	NA	NA	7.2
"12 Monkeys "	NA	"Adventure|Drama|Mystery|Sci-Fi|Thriller"	"English"	"USA"	"TV-14"	42	16	NA	NA	NA	"Amanda Schull"	"Kirk Acevedo"	"Tom Noonan"	NA	757	641	442	3309	12000	0	20839	56	13	7.6
"3rd Rock from the Sun "	NA	"Comedy|Family|Sci-Fi"	"English"	"USA"	"TV-PG"	60	1.33	NA	NA	NA	"Joseph Gordon-Levitt"	"Wayne Knight"	"Kristen Johnston"	NA	23000	967	501	25160	0	4	38383	86	22	7.8
"A Touch of Frost "	NA	"Crime|Drama|Mystery"	"English"	"UK"	NA	105	1.33	NA	NA	NA	"David Jason"	"Bruce Alexander"	"John Lyons"	NA	325	7	5	344	361	1	4438	33	14	7.8
"Anger Management "	NA	"Comedy|Romance"	"English"	"USA"	NA	22	16	NA	NA	NA	"Barry Corbin"	"Noureen DeWulf"	"Brian Austin Green"	NA	883	701	676	4115	0	1	26992	54	26	6.7
"Animal Kingdom "	NA	"Crime|Drama"	"English"	"USA"	NA	60	16	NA	NA	NA	"Dorian Missick"	"Daniella Alonso"	"Ellen Barkin"	NA	1000	557	551	3026	0	0	3673	23	8	8.1
"Anne of Green Gables "	NA	"Drama|Family"	"English"	"Canada"	"TV-G"	199	1.33	NA	NA	NA	"Zack Ward"	"Jonathan Crombie"	"Megan Follows"	NA	662	517	505	2667	0	0	14251	74	2	8.4
"Arthur "	NA	"Animation|Comedy|Family"	"English"	"Canada"	"TV-Y"	30	1.33	NA	NA	NA	"Bruce Dinsmore"	"Melissa Altro"	"Daniel Brochu"	NA	51	21	12	108	301	0	8495	43	3	7.4
"Bewitched "	NA	"Comedy|Family|Fantasy"	"English"	"USA"	"TV-G"	25	4	NA	NA	NA	"Elizabeth Montgomery"	"Agnes Moorehead"	"Dick York"	NA	1000	960	474	2614	0	1	11427	71	31	7.6
"Bones "	NA	"Comedy|Crime|Drama|Mystery|Romance"	"English"	"USA"	"TV-14"	40	1.78	NA	NA	NA	"Michaela Conlin"	"T.J. Thyne"	"Tamara Taylor"	NA	1000	722	476	2198	0	2	111506	173	68	7.9
"BrainDead "	NA	"Comedy|Drama|Horror|Sci-Fi|Thriller"	"English"	"USA"	NA	44	16	NA	NA	NA	"Danny Pino"	"Megan Hilty"	"Zach Grenier"	NA	786	341	246	1551	3000	0	2948	28	7	7.9
"Buffy the Vampire Slayer "	NA	"Action|Drama|Fantasy|Romance"	"English"	"USA"	"TV-14"	44	1.33	2300000	NA	NA	"Sarah Michelle Gellar"	"Alyson Hannigan"	"Emma Caulfield"	NA	4000	3000	970	7970	6000	0	101902	665	96	8.2
"Carlos "	NA	"Biography|Crime|Drama|Thriller"	"English"	"France"	"Not Rated"	334	2.35	NA	145118	NA	"Edgar Ramírez"	"Nora von Waldstätten"	"Katharina Schüttler"	NA	897	30	30	1032	0	0	10111	36	108	7.7
"Constantine "	NA	"Drama|Fantasy|Horror|Thriller"	"English"	"USA"	"TV-14"	43	16	NA	NA	NA	"Harold Perrineau"	"Matt Ryan"	"Charles Halford"	NA	1000	560	218	1990	10000	1	36919	94	12	7.5
"Creature "	NA	"Horror|Sci-Fi|Thriller"	"English"	"USA"	NA	173	1.78	NA	NA	NA	"Craig T. Nelson"	"Colm Feore"	"Megalyn Echikunwoke"	NA	723	539	476	3149	518	3	2011	33	10	5
"Daredevil "	NA	"Action|Adventure|Crime|Drama|Sci-Fi|Thriller"	"English"	"USA"	"TV-MA"	54	16	NA	NA	NA	"Elden Henson"	"Royce Johnson"	"Charlie Cox"	NA	577	4	0	581	55000	0	213483	394	95	8.8
"Dark Angel "	NA	"Action|Drama|Mystery|Sci-Fi"	"English"	"USA"	"TV-14"	60	1.33	NA	NA	NA	"Jensen Ackles"	"Ashley Scott"	"John Savage"	NA	10000	794	652	12051	0	1	25329	160	11	7.4
"Deadline Gallipoli "	NA	"Drama|War"	"English"	"Australia"	NA	197	NA	1.5e+07	NA	NA	"Rachel Griffiths"	"Jessica De Gouw"	"Luke Ford"	NA	578	476	110	1400	367	0	299	1	NA	7.4
"Defiance "	NA	"Action|Drama|Sci-Fi"	"English"	"USA"	"TV-MA"	43	1.78	NA	NA	NA	"Julie Benz"	"Tony Curran"	"Grant Bowler"	NA	3000	845	600	5381	0	3	33535	149	28	7
"Dekalog "	NA	"Drama"	"Polish"	"Poland"	"TV-MA"	55	1.33	NA	447093	NA	"Krystyna Janda"	"Olaf Lubaszenko"	"Olgierd Lukaszewicz"	NA	20	3	2	25	0	0	12590	37	53	9.1
"Dekalog "	NA	"Drama"	"Polish"	"Poland"	"TV-MA"	55	1.33	NA	447093	NA	"Krystyna Janda"	"Olaf Lubaszenko"	"Olgierd Lukaszewicz"	NA	20	3	2	25	0	0	12591	37	53	9.1
"Del 1 - Män som hatar kvinnor "	NA	"Action|Crime|Mystery|Thriller"	"Swedish"	"Sweden"	NA	88	NA	NA	NA	"Niels Arden Oplev"	"Michael Nyqvist"	"David Dencik"	"Lena Endre"	76	690	94	75	998	22	0	335	NA	NA	8.1
"Emma "	NA	"Comedy|Drama|Romance"	"English"	"UK"	NA	240	1.78	NA	NA	NA	"Romola Garai"	"Blake Ritson"	"Rupert Evans"	NA	805	432	334	2563	0	1	10388	50	10	8.2
"Empire "	NA	"Drama|Music"	"English"	"USA"	"TV-14"	42	16	NA	NA	NA	"Ta'Rhonda Jones"	"Gabourey Sidibe"	"Malik Yoba"	NA	912	906	496	4337	14000	2	27418	92	22	7.8
"Entourage "	NA	"Comedy|Drama"	"English"	"USA"	"TV-MA"	28	1.78	NA	NA	NA	"Debi Mazar"	"Kevin Connolly"	"Kevin Dillon"	NA	680	638	576	2867	0	2	135643	145	52	8.5
"Eureka "	NA	"Comedy|Drama|Sci-Fi"	"English"	"USA"	"TV-14"	60	1.78	NA	NA	NA	"Joe Morton"	"Colin Ferguson"	"Salli Richardson-Whitfield"	NA	780	747	543	4280	3000	2	39559	136	20	7.9
"Fargo "	NA	"Crime|Drama|Thriller"	"English"	"USA"	"TV-MA"	53	1.78	NA	NA	NA	"Kirsten Dunst"	"Adam Goldberg"	"Oliver Platt"	NA	4000	1000	1000	19949	61000	0	170055	173	54	9
"Fired Up "	NA	"Comedy"	"English"	"USA"	NA	30	1.33	NA	NA	NA	"Leah Remini"	"Mark Feuerstein"	"Sharon Lawrence"	NA	909	417	215	1557	4	2	114	6	NA	6.7
"Friday Night Lights "	NA	"Drama|Sport"	"English"	"USA"	"TV-14"	44	1.78	NA	NA	NA	"Zach Gilford"	"Aimee Teegarden"	"Scott Porter"	NA	971	741	690	3418	0	1	42746	257	51	8.7
"Get Real "	NA	"Comedy|Drama|Romance"	"English"	"USA"	NA	60	1.33	NA	NA	NA	"Anne Hathaway"	"Jon Tenney"	"Debrah Farentino"	NA	11000	289	143	11618	43	5	415	26	1	7.3
"Ghost Hunters "	NA	"Documentary"	"English"	"USA"	NA	60	NA	NA	NA	NA	"Amy Bruni"	"Steve Gonsalves"	"Jason Hawes"	NA	155	130	84	552	373	0	5563	57	17	6.6
"Gomorrah "	NA	"Crime|Drama|Thriller"	"Italian"	"Italy"	"TV-MA"	55	1.85	NA	NA	NA	"Maria Pia Calzone"	"Fortunato Cerlino"	"Marco D'Amore"	NA	18	9	5	39	0	5	9638	25	10	8.7
"Gone, Baby, Gone "	NA	"Comedy|Drama|Reality-TV|Romance"	"English"	NA	"TV-14"	43	1.33	NA	NA	NA	"Nicole 'Snooki' Polizzi"	"Jenni 'Jwoww' Farley"	"Paul 'Pauly D' DelVecchio"	NA	341	230	211	1462	0	1	29	NA	NA	6.6
"Hannibal "	NA	"Crime|Drama|Horror|Mystery|Thriller"	"English"	"USA"	"TV-14"	44	1.78	NA	NA	NA	"Caroline Dhavernas"	"Scott Thompson"	"Hettienne Park"	NA	544	183	148	996	59000	1	159910	270	103	8.6
"Happy Valley "	NA	"Crime|Drama"	"English"	"UK"	"TV-MA"	58	16	NA	NA	NA	"Shirley Henderson"	"James Norton"	"Sarah Lancashire"	NA	887	340	250	2572	10000	1	12848	59	11	8.5
"Heroes "	NA	"Drama|Fantasy|Sci-Fi|Thriller"	"English"	"USA"	"TV-14"	60	16	NA	NA	NA	"Sendhil Ramamurthy"	"Masi Oka"	"Greg Grunberg"	NA	1000	923	833	4908	0	4	202115	379	75	7.7
"Hit the Floor "	NA	"Drama|Romance"	"English"	"USA"	NA	60	NA	NA	NA	NA	"Jodi Lyn O'Keefe"	"Kimberly Elise"	"Logan Browning"	NA	897	637	628	3438	265	4	1641	11	3	7
"Home Movies "	NA	"Animation|Comedy|Drama"	"English"	"USA"	"TV-PG"	22	1.33	NA	NA	NA	"Brendon Small"	"Ron Lynch"	"Melissa Bardin Galsky"	NA	59	11	6	81	526	0	7458	82	11	8.2
"In the Heat of the Night "	NA	"Crime|Drama|Mystery"	"English"	"USA"	NA	60	1.33	NA	NA	NA	"Carroll O'Connor"	"Alan Autry"	"Crystal R. Fox"	NA	480	360	213	1736	763	1	2258	24	1	7.4
"It's Always Sunny in Philadelphia "	NA	"Comedy"	"English"	"USA"	"TV-MA"	22	1.33	NA	NA	NA	"Rob McElhenney"	"Kaitlin Olson"	"Glenn Howerton"	NA	813	547	424	1784	0	5	133415	151	79	8.8
"Jesse "	NA	"Comedy"	"English"	"USA"	NA	30	NA	NA	NA	NA	"Eric Lloyd"	"David DeLuise"	"Bruno Campos"	NA	775	275	223	1713	57	8	954	14	NA	5.9
"Last Man Standing "	NA	"Comedy"	"English"	"USA"	"TV-PG"	30	16	NA	NA	NA	"Hector Elizondo"	"Kaitlyn Dever"	"Nancy Travis"	NA	995	363	359	2465	0	1	15114	87	4	7.4
"Life "	NA	"Crime|Drama|Mystery"	"English"	"USA"	NA	45	NA	NA	NA	NA	"Adam Arkin"	"Brent Sexton"	"Damian Lewis"	NA	374	130	0	504	0	1	29450	67	12	8.3
"Lilyhammer "	NA	"Comedy|Crime|Drama"	"English"	"Norway"	"TV-MA"	45	16	3.4e+07	NA	NA	"Steven Van Zandt"	"Trond Fausa"	"Tommy Karlsen"	NA	422	57	15	537	16000	0	19164	79	20	8.1
"Limitless "	NA	"Crime|Drama|Sci-Fi|Thriller"	"English"	"USA"	"TV-14"	42	16	NA	NA	NA	"Colin Salmon"	"Mary Elizabeth Mastrantonio"	"Jake McDorman"	NA	766	638	535	2707	11000	2	38177	131	7	7.9
"Lovesick "	NA	"Comedy"	"English"	"UK"	NA	24	NA	NA	NA	NA	"Antonia Thomas"	"Johnny Flynn"	"Hannah Britland"	NA	381	102	44	592	0	3	2651	18	3	7.9
"Luther "	NA	"Crime|Drama|Mystery|Thriller"	"English"	"UK"	"TV-MA"	60	16	NA	NA	NA	"Ruth Wilson"	"Indira Varma"	"Warren Brown"	NA	2000	729	256	3823	20000	1	70568	105	51	8.6
"M*A*S*H "	NA	"Comedy|Drama|War"	"English"	"USA"	"TV-PG"	25	4	NA	NA	NA	"David Ogden Stiers"	"Jamie Farr"	"Mike Farrell"	NA	443	421	395	2195	0	5	36265	147	55	8.4
"McHale's Navy "	NA	"Comedy|War"	"English"	"USA"	"TV-G"	30	4	NA	NA	NA	"Tim Conway"	"Gavin MacLeod"	"Bob Hastings"	NA	870	284	253	1610	455	1	1558	18	4	7.5
"Meet the Browns "	NA	"Comedy"	"English"	"USA"	NA	30	1.85	NA	NA	NA	"Lamman Rucker"	"David Mann"	"Denise Boutte"	NA	607	378	295	1530	211	2	1922	20	3	3.5
"Miami Vice "	NA	"Action|Crime|Drama|Mystery|Thriller"	"English"	"USA"	"TV-14"	60	1.33	1500000	NA	NA	"Don Johnson"	"Philip Michael Thomas"	"John Diehl"	NA	982	321	184	1687	0	2	16769	74	21	7.5
"Nikita "	NA	"Action|Crime|Drama|Thriller"	"English"	"USA"	NA	60	16	NA	NA	NA	"Melinda Clarke"	"Xander Berkeley"	"Aaron Stanford"	NA	787	485	346	2352	0	1	42402	83	27	7.7
"Outlander "	NA	"Drama|Romance|Sci-Fi"	"English"	"USA"	"TV-MA"	64	16	NA	NA	NA	"Tobias Menzies"	"Graham McTavish"	"Stephen Walters"	NA	1000	531	184	1863	31000	8	50391	148	30	8.5
"Perception "	NA	"Crime|Drama|Mystery|Thriller"	"English"	"USA"	"TV-14"	42	16	NA	NA	NA	"LeVar Burton"	"Eric McCormack"	"Scott Wolf"	NA	1000	440	376	2240	0	1	15612	29	26	7.5
"Preacher "	NA	"Adventure|Drama|Fantasy|Mystery"	"English"	NA	"TV-MA"	60	16	NA	NA	NA	"Dominic Cooper"	"Joseph Gilgun"	"Ruth Negga"	NA	3000	788	648	6034	18000	0	22848	85	18	8.3
"Psych "	NA	"Comedy|Crime|Mystery"	"English"	"USA"	"TV-PG"	44	1.78	NA	NA	NA	"Corbin Bernsen"	"Dulé Hill"	"Timothy Omundson"	NA	1000	922	816	4092	0	2	67315	127	38	8.4
"Revolution "	NA	"Action|Adventure|Drama|Sci-Fi"	"English"	"USA"	"TV-14"	43	16	NA	NA	NA	"Billy Burke"	"Tracy Spiridakos"	"David Lyons"	NA	2000	821	576	5052	17000	6	72017	323	23	6.7
"Robot Chicken "	NA	"Animation|Comedy"	"English"	"USA"	"TV-MA"	11	1.33	NA	NA	NA	"Matthew Senreich"	"Seth Green"	"Breckin Meyer"	NA	11	0	0	11	1000	0	32923	75	38	7.8
"Rogue "	NA	"Action|Crime|Drama|Thriller"	"English"	"USA"	NA	50	NA	NA	NA	NA	"Cole Hauser"	"Sarah Carter"	"Derek Luke"	NA	787	748	543	3276	532	0	1781	23	6	6.8
"Rules of Engagement "	NA	"Comedy|Romance"	"English"	"USA"	"TV-PG"	22	1.78	NA	NA	NA	"Bianca Kajlich"	"Oliver Hudson"	"Adhir Kalyan"	NA	732	607	402	2064	0	3	26404	41	8	7.3
"Rush Hour "	NA	"Action|Comedy|Crime"	"English"	"USA"	"TV-14"	43	16	NA	NA	NA	"Jon Foo"	"Aimee Garcia"	"Wendie Malick"	NA	778	618	452	2255	0	2	2185	30	5	5.8
"Sabrina, the Teenage Witch "	NA	"Comedy|Family|Fantasy"	"English"	"USA"	"TV-G"	22	1.33	3e+06	NA	NA	"Nate Richert"	"Soleil Moon Frye"	"Caroline Rhea"	NA	870	558	271	2433	990	1	24420	94	20	6.6
"Saving Grace "	NA	"Drama|Fantasy"	"English"	"USA"	"TV-MA"	60	1.78	NA	NA	NA	"Holly Hunter"	"Dylan Minnette"	"Bokeem Woodbine"	NA	1000	1000	904	5203	634	1	3852	47	9	7.5
"Saving Grace "	NA	"Drama|Fantasy"	"English"	"USA"	"TV-MA"	60	1.78	NA	NA	NA	"Holly Hunter"	"Dylan Minnette"	"Bokeem Woodbine"	NA	1000	1000	904	5203	634	1	3852	47	9	7.5
"Scream: The TV Series "	NA	"Crime|Drama|Horror|Mystery|Thriller"	"English"	"USA"	"TV-14"	45	16	NA	NA	NA	"Bex Taylor-Klaus"	"Bobby Campo"	"Jason Wiles"	NA	460	292	260	2380	0	0	18058	68	20	7.3
"Secrets and Lies "	NA	"Crime|Drama"	"English"	"USA"	NA	43	16	NA	NA	NA	"Dan Fogler"	"Indiana Evans"	"KaDee Strickland"	NA	562	560	298	1587	2000	0	6762	27	5	7.7
"Sex and the City "	NA	"Comedy|Romance"	"English"	"USA"	"TV-MA"	30	1.33	NA	NA	NA	"Chris Noth"	"Kristin Davis"	"Cynthia Nixon"	NA	962	722	479	2558	0	0	80025	238	46	7
"Shaun the Sheep "	NA	"Animation|Comedy|Family"	"English"	"UK"	"TV-G"	7	NA	NA	NA	NA	"Justin Fletcher"	"John Sparkes"	"Kate Harbour"	NA	45	7	3	55	834	0	7968	12	12	8.3
"Sleepy Hollow "	NA	"Adventure|Drama|Fantasy|Mystery|Thriller"	"English"	"USA"	"TV-14"	45	16	NA	NA	NA	"Nicole Beharie"	"Katia Winter"	"Lyndie Greenwood"	NA	898	372	160	1430	14000	0	49049	110	39	7.5
"Sonny with a Chance "	NA	"Comedy|Family|Romance"	"English"	"USA"	"TV-G"	23	1.33	NA	NA	NA	"Doug Brochu"	"Tiffany Thornton"	"Brandon Mychal Smith"	NA	254	248	218	915	325	1	7673	47	5	6.1
"Space: Above and Beyond "	NA	"Drama|Sci-Fi"	"English"	"USA"	NA	60	1.33	5e+06	NA	NA	"James Morrison"	"Tucker Smallwood"	"Kristen Cloke"	NA	210	121	109	611	963	0	6381	79	8	7.7
"Spartacus: War of the Damned "	NA	"Action|Adventure|Biography|Drama|History"	"English"	"USA"	"TV-MA"	55	16	NA	NA	NA	"Peter Mensah"	"Kelvin Taylor"	"Viva Bianca"	NA	1000	939	898	6091	31000	2	173172	302	68	8.6
"Star Wars: The Clone Wars "	NA	"Action|Adventure|Animation|Drama|Fantasy|Sci-Fi"	"English"	"USA"	"TV-PG"	23	2.35	NA	NA	NA	"Dee Bradley Baker"	"James Arnold Taylor"	"Tom Kane"	NA	668	296	265	1484	2000	0	28190	73	47	7.9
"Stargate SG-1 "	NA	"Action|Adventure|Drama|Sci-Fi"	"English"	"USA"	"TV-14"	44	1.33	1400000	NA	NA	"Christopher Judge"	"Don S. Davis"	"Gary Jones"	NA	847	440	72	1359	0	4	63982	181	77	8.4
"Strangers with Candy "	NA	"Comedy"	"English"	"USA"	"TV-14"	22	4	NA	NA	NA	"Stephen Colbert"	"Amy Sedaris"	"Maria Thayer"	NA	459	396	344	1359	558	3	4181	62	8	8.1
"The A-Team "	NA	"Action|Adventure|Crime"	"English"	"USA"	"TV-PG"	60	4	NA	NA	NA	"George Peppard"	"Dirk Benedict"	"Dwight Schultz"	NA	669	554	432	1655	0	4	25402	97	29	7.6
